Harekeli Kelime;Kelime;Anlam
"مَقْرُوءٌ";"مقروء";"Okunmuş, okunan, okunabilir"
"مَقْرُوءَةٌ";"مقروءة";"Okunmuş, okunan, okunabilir"
"مَقْرُونٌ";"مقرون";"Birleştirilmiş, eşleştirilmiş, ilişkili"
"مَقْرًى";"مقرى";"Okuma yeri, okuma odası"
"مُقْسِطٌ";"مقسط";"Adil davranan, insaflı olan"
"مُقَسَّمٌ";"مقسم";"Bölünmüş, taksim edilmiş"
"مَقْسُوٌّ";"مَقْسُو";"Katılaşmış, sertleşmiş, taşlaşmış"
"مِقْشَبَةٌ";"مقشبة";"Süpürge"
"مِقَشَّةٌ";"مقشة";"Süpürge"
"مِقْشَدَةٌ";"مقشدة";"Kaymak makinesi, krema makinesi"
"مُقَشَّرٌ";"مقشر";"Soyulmuş, kabuğu çıkarılmış"
"مِقْشَرَةٌ";"مقشرة";"Soyacak, soyma aleti"
"مَقْشُورَةٌ";"مقشورة";"Soyulmuş, kabuğu soyulmuş"
"مِقَصٌّ";"مقص";"Makas, kesici alet"
"مِقَصُّ الْأَظَافِرِ";"مِقَصُّ الاَظافِر";"Tırnak makası"
"مِقَصَّاتٌ";"مِقَصَّات";"Makaslar"
"مَقْصِدٌ";"مقصد";"Hedef, amaç, niyet"
"مُقَصَّرٌ";"مقصَّر";"Kusurlu, eksik, ihmalkar"
"مُقَصِّرٌ";"مقصر";"Kusurlu, eksik, ihmalkar"
"مَقْصَفٌ";"مقصف";"Kantin, büfe"
"مَقْصِفٍ";"مَقْصِفِ";"Kantin, kafeterya"
"مَقْصُودٌ";"مقصود";"Kastedilen, amaçlanan, niyet edilen"
"مَقْصُودَةٌ";"مقصودة";"Kastedilen, amaçlanan, hedeflenen"
"مَقْصُورٌ";"مقصور";"Kısaltılmış, sınırlanmış, mahpus"
"مَقْصُورَةٌ";"مقصورة";"Bölme, kompartıman, loca, köşk"
"مَقْصُورَةٌ عَلَى";"مقصورة على";"İle sınırlı, -e özgü"
"مَقْصُوصٌ";"مقصوص";"Kesilmiş, kırpılmış"
"مَقْضِيٌّ";"مقضي";"Hükmedilmiş, karara bağlanmış, yerine getirilmiş"
"مُقَطَّرٌ";"مقطر";"Damıtılmış, damıtık"
"مَقْطَعٌ";"مقطع";"Kesit, bölüm, parça, pasaj"
"مُقْطَعٌ";"مقطع";"Kesilmiş, ayrılmış, bölünmüş"
"مَقْطُورَةٌ";"مقطورة";"Römork, treyler"
"مَقْطُوعٌ";"مقطوع";"Kesilmiş, koparılmış, kesik"
"مَقْطُوعَةٌ";"مقطوعة";"Kesilmiş, koparılmış, parça, bölüm"
"مَقْعَدٌ";"مقعد";"Oturma yeri, koltuk, oturaç"
"مَقْعَدٍ";"مَقْعَدِ";"Oturma yeri, koltuk, sandalye"
"مَقْعَدُكُمَا";"مَقْعَدُكُمَا";"İkinizin oturağı, ikinizin oturduğu yer"
"مَقْعَدَيْنِ";"مقعدين";"İki sandalye, iki koltuk"
"مُقَعَّرٌ";"مقعر";"İçbükey, konkav"
"مُقْفَلٌ";"مقفل";"Kilitli, kapalı"
"مُقْفَلَةٌ";"مقفلة";"Kilitli, kapalı"
"مَقْفُولٌ";"مقفول";"Kilitli, kapalı"
"مُقَفًّى";"مقفى";"Kafiyeli, uyaklı"
"مِقْلَاةٌ";"مقلاة";"Kızartma tavası, tava"
"مَقْلَبٌ";"مقلب";"Şaka, oyun, hile"
"مُقَلِّبٌ";"مقلّب";"Çeviren, döndüren, değiştiren"
"مُقْلَةَ";"مُقْلَةَ";"Göz bebeği, göz"
"مُقْلِقٌ";"مقلق";"Endişe verici, rahatsız edici"
"مُقْلِقَةٌ";"مقلقة";"Endişe verici, rahatsız edici"
"مِقْلَمَةٌ";"مِقْلَمَةٌ";"Kalemlik"
"مَقْلُوبٌ";"مقلوب";"Ters çevrilmiş, altüst edilmiş, ters"
"مَقْلُوبَةٌ";"مقلوبة";"Ters çevrilmiş, altüst edilmiş, maklube (yemek)"
"مَقْلُوَّةٌ";"مقلوَّة";"Kızartılmış, kızartılan"
"مَقْلُوعٌ";"مقلوع";"Kökünden sökülmüş, koparılmış, çıkarılmış"
"مِقْلًى";"مقلى";"Kızartma tavası, tava"
"مَقْلِيٌّ";"مقلي";"Kızarmış, kızartılmış"
"مَقْلِيَّةٌ";"مقلية";"Kızartılmış, kızartma"
"مُقْمَحُونَ";"مقمحون";"Boyunları yukarı kalkmış, başları yukarı kalkmış olanlar"
"مُقْمِرَةٌ";"مقمرة";"Ay ışığıyla aydınlanmış, ay ışıklı"
"مِقْنَأَةٌ";"مقنأة";"Tütsülük, buhurdanlık"
"مُقْنِعٌ";"مقنع";"İkna edici, inandırıcı"
"مُقْنِعَةٌ";"مقنعة";"İkna edici, inandırıcı"
"مِقْنَعَةٌ";"مقنعه";"Başörtüsü, örtü"
"مَقْهُورٌ";"مقهور";"Ezilmiş, mağlup edilmiş, kahredilmiş"
"مَقْهُورًا";"مقهورا";"Ezilmiş, yenilmiş, mağlup edilmiş"
"مَقْهًى";"مقهى";"Kafe, kahvehane"
"مَقُولٌ";"مَقُولٌ";"Söylenen, denilen, söz"
"مَقُولَاتٌ";"مقولات";"Kategoriler, önermeler, sözler"
"مَقُولَةٌ";"مقولة";"Söz, deyiş, ifade"
"مُقَوِّمٌ";"مقوم";"Değer biçen, değerlendiren, düzelten, onaran"
"مُقَوِّمَاتٌ";"مقومات";"Temel unsurlar, bileşenler, dayanaklar"
"مُقَوًّى";"مقوى";"Güçlendirilmiş, takviye edilmiş"
"مُقَوٍّ";"مقوي";"Güçlendirici, takviye edici"
"مِقْيَاسٌ";"مقياس";"Ölçü, ölçüt, mikyas"
"مَقِيتَةٌ";"مقيتة";"Nefret edilen, iğrenç, tiksindirici"
"مُقَيَّدٌ";"مقيد";"Kayıtlı, bağlı, sınırlı"
"مُقَيَّدًا";"مقيدا";"Kısıtlanmış, bağlı, kayıtlı"
"مُقَيِّدًا";"مُقَيِّداً";"Kısıtlayarak, sınırlayarak"
"مَقِيسٌ";"مقيس";"Ölçülmüş, kıyaslanmış"
"مَقِيلًا";"مَقِيلا";"Öğle uykusu yeri, dinlenme yeri, öğle uykusu"
"مُقِيمٌ";"مقيم";"İkamet eden, oturan, yerleşik"
"مُقِيمًا";"مقيما";"İkamet eden, oturan, yerleşik"
"مُقِيمَاتٌ";"مقيمات";"İkamet eden kadınlar, oturan kadınlar"
"مُقِيمَةٌ";"مقيمة";"İkamet eden, oturan, yerleşik (kadın)"
"مُكَاءٌ";"مكاء";"Ötme, bağırma, ıslık çalma"
"مُكَابَدَةٌ";"مكابدة";"Katlanma, çekme, zorluklara göğüs germe"
"مُكَابَرَةٌ";"مكابرة";"Büyüklük taslama, kibirlenme, inatlaşma"
"مَكَاتِبُ";"مكاتب";"Ofisler, bürolar"
"مُكَاتَبٌ";"مُكَاتَبُ";"Yazışılan, mektuplaşılan, yazışma yapılan"
"مُكَاتَبَةٌ";"مُكَاتَبَة";"Yazışma, mektuplaşma"
"مُكَاثِرٌ";"مكاثر";"Çoğaltan, çoklukla övünen"
"مَكَارِمُ";"مكارم";"Cömertlikler, yüce ahlaklar, iyilikler"
"مَكَاسِبُ";"مكاسب";"Kazançlar, faydalar"
"مُكَافَأَةٌ";"مكافأة";"Ödül, mükafat, ikramiye"
"مُكَافَآتٌ";"مكافات";"Ödüller, mükafatlar"
"مُكَافِحٌ";"مكافح";"Mücadele eden, savaşan, direnen"
"مُكَافَحَةٌ";"مكافحة";"Mücadele, savaşım, karşı koyma"
"مُكَالَمَةٌ";"مكالمة";"Telefon görüşmesi, arama"
"مَكَامِنُ";"مكامن";"Gizli yerler, saklı yerler, potansiyel tehlikeler"
"مَكَانٌ";"مكان";"Mekan, yer, mahal"
"مَكَانُ الْعَمَلِ";"مَكَانُ الْعَمَلِ";"işyeri, çalışma yeri"
"مَكَانَةٌ";"مكانة";"Mevki, konum, itibar, statü"
"مَكَانَةٍ";"مَكَانَتِ";"Mevki, konum, itibar, rütbe"
"مَكَانَهُ";"مَكَانَهُ";"Onun yeri, onun mevkisi"
"مَكَانِيٌّ";"مكاني";"Mekansal, yerel"
"مَكَبَّاتٌ";"مكبات";"Çöp depolama alanları, çöplükler"
"مُكَبِّرٌ";"مكبر";"Büyüteç, hoparlör, yükseltici"
"مِكْبَرَةٌ";"مِكْبَرَة";"Büyüteç, büyüteçli cam"
"مَكْبُوتٌ";"مكبوت";"Bastırılmış, gizlenmiş"
"مَكَّةُ";"مكة";"Mekke"
"مَكَّةُ";"مكَّةُ";"Mekke"
"مَكَّةُ الْمُكَرَّمَةُ";"مكة المكرمة";"Mekke-i Mükerreme, Şerefli Mekke"
"مُكْتَئِبٌ";"مكتءب";"Depresif, üzgün, kederli"
"مُكْتَئِبَةٌ";"مكتئبة";"Depresif, bunalımlı"
"مَكْتَبٌ";"مكتب";"Masa, ofis, büro"
"مَكْتَبٍ";"مَكْتَبٍ";"Ofis, büro, çalışma odası"
"مَكْتَبِ الْبَرِيدِ";"مَكْتَبِ البريد";"Postane"
"مَكْتَبَاتٌ";"مكتَباتٌ";"Kütüphaneler"
"مَكْتَبَةٌ";"مكتبة";"Kütüphane"
"مَكْتَبَةُ الْفَصْلِ";"مكتبة الفصل";"Sınıf kütüphanesi"
"مَكْتَبِهِمَا";"مَكْتَبِهِمَا";"İkisinin ofisi, ikisinin bürosu"
"مَكْتَبِي";"مكتبي";"Benim ofisim, benim masam"
"مُكْتَسَبَةٌ";"مكتسبة";"Kazanılmış, edinilmiş"
"مُكْتَظٌّ";"مكتظ";"Kalabalık, dolu, sıkışık"
"مُكْتَظَّةٌ";"مكتظة";"Kalabalık, dolu, sıkışık"
"مُكْتَمِلَةٌ";"مكتملة";"Tamamlanmış, eksiksiz, bitmiş"
"مُكْتَنِزٌ";"مكتنز";"Tıka basa dolu, sıkı, kompakt, dolgun"
"مَكْتُوبٌ";"مكتوب";"Mektup, yazılı, yazılmış"
"مَكْتُوبَانِ";"مكتوبان";"Yazılı olan iki şey, iki yazılı"
"مَكْتُوبَةٌ";"مكتوبة";"Yazılı, yazılmış"
"مَكَثَ";"مكث";"Kaldı, ikamet etti, durdu"
"مِكْثَارٌ";"مكثار";"Çok konuşan, geveze"
"مُكْثِرٌ";"مكثر";"Çoğaltan, artıran, çok yapan"
"مُكَثَّفٌ";"مكثف";"Yoğunlaştırılmış, konsantre, yoğun"
"مُكَثَّفَةٌ";"مكثفة";"Yoğunlaştırılmış, yoğun"
"مَكَثْنَا";"مكثنا";"Kaldık, ikamet ettik"
"مِكْثِيرٌ";"مِكْثِيرٌ";"Çok kalan, çok duran"
"مُكْحُلَةٌ";"مُكحلة";"Sürmedanlık, sürme kabı"
"مِكْحَلَةٌ";"مكحلة";"Sürme kabı, sürmedanlık"
"مَكْذُوبٌ";"مكذوب";"Yalanlanmış, yalanlanıyor"
"مَكَرَ";"مكر";"Hile yaptı, tuzak kurdu, aldatmak"
"مَكْرٌ";"مكر";"Hile, tuzak, aldatma"
"مُكَرَّرَةٌ";"مُكَرَّرَة";"Tekrarlanan, yinelenen"
"مُكَرَّسًا";"مكرسا";"Adanmış, tahsis edilmiş"
"مُكَرَّسَةٌ";"مكرسة";"Adanmış, tahsis edilmiş"
"مُكَرَّمٌ";"مكرم";"Onurlu, saygın, yüceltilmiş"
"مُكْرَمٌ";"مكرم";"İkram edilen, ağırlanan, saygı gösterilen"
"مُكْرِمٌ";"مكرِمٌ";"İkram eden, cömert"
"مَكْرُمَاتٌ";"مكرمات";"İyilikler, cömertlikler, lütuflar"
"مَكْرُمَةٌ";"مكرمة";"İyilik, cömertlik, kerem"
"مُكَرْمَشٌ";"مكرمش";"Buruk, kırışık, buruşuk"
"مُكْرَهٌ";"مكره";"Zorlanan, mecbur edilen"
"مَكْرُهُمْ";"مكرهم";"Onların hilesi, onların tuzağı"
"مَكَرُونَةٌ";"مكرونة";"Makarna"
"مَكْرُوهٌ";"مكروه";"Hoş görülmeyen, istenmeyen, mekruh"
"مَكْسَبٌ";"مكسب";"Kazanç, kar"
"مُكَسَّرٌ";"مكسر";"Kırık, parçalanmış"
"مِكْسَرٌ";"مِكْسَر";"Kırıcı, kırma aleti"
"مُكَسَّرَاتٌ";"مكسرات";"Kuruyemişler, çerezler"
"مَكْسُوبٌ";"مكسوب";"Kazanılmış, elde edilmiş"
"مَكْسُوَّةٌ";"مكسوة";"Örtülü, kaplı, giydirilmiş"
"مَكْسُورٌ";"مكسور";"Kırılmış, bozuk"
"مَكْسُورًا";"مَكسُورا";"Kırık, kırılmış"
"مَكْسُورَةٌ";"مكسورة";"Kırık, bozuk"
"مِكْشَطَةٌ";"مكشطة";"Kazıyıcı, sıyırıcı"
"مَكْشُوفَةٌ";"مكشوفة";"Açık, örtüsüz, keşfedilmiş"
"مَكْظُومٌ";"مَكْظُومٌ";"Öfkesini yutmuş, öfkesini bastırmış"
"مُكَعَّبٌ";"مكعب";"Küp"
"مُكَعَّبَاتٌ";"مكعبات";"küpler, zar"
"مُكَفِّرٌ";"مكفر";"Kefaret ettiren, günahları örten"
"مُكَفِّرَاتٌ";"مكفرات";"Günahları örten, kefaretler"
"مُكْفَهِرٌّ";"مكفهر";"Asık suratlı, somurtkan, çatık kaşlı"
"مَكْفُوفٌ";"مكفوف";"Kör, görme engelli"
"مَكْفُوفَةٌ";"مكفوفة";"Kör (kadın), görme engelli (kadın)"
"مُكَلَّفٌ";"مكلف";"Yükümlü, görevli, sorumlu"
"مُكَلَّفِينَ";"مكلفين";"Yükümlü olanlar, görevlendirilenler"
"مَكْلُومٌ";"مكلوم";"Yaralı, kederli, üzgün"
"مُكَمَّلٌ";"مُكَمَّل";"Tamamlanmış, bütünlenmiş, eksiksiz"
"مُكَمِّلٌ";"مُكَمِّل";"Tamamlayıcı, bütünleyici"
"مَكَّنَ";"مكن";"Mümkün kılmak, güçlendirmek, sağlamlaştırmak"
"مَكَنَةٌ";"مكنة";"Makine, alet"
"مِكْنَسَةٌ";"مكنسة";"Süpürge"
"مَكْنُوزٌ";"مكنوز";"Depolanmış, saklanmış, gizlenmiş"
"مَكْنُونٌ";"مكنون";"Gizli, saklı, örtülü"
"مَكْنُونَاتٌ";"مكنونات";"Saklı şeyler, gizli sırlar"
"مِكْوَاةٌ";"مكواة";"Ütü"
"مَكُّوكٌ فَضَائِيٌّ";"مكوك فضائي";"Uzay mekiği"
"مُكَوَّنٌ";"مكون";"Bileşen, parça, unsur"
"مُكَوِّنَاتٌ";"مكونات";"Bileşenler, içerikler"
"مُكَوَّنَةٌ";"مكونة";"Oluşturulmuş, teşkil edilmiş, meydana getirilmiş"
"مَكْوِيٌّ";"مكوي";"Ütülü, ütülenmiş"
"مِكْيَالٌ";"مكيال";"Ölçü kabı, ölçek"
"مَكِيدَةٌ";"مكيدة";"Tuzak, hile, komplo"
"مُكَيَّفٌ";"مكيف";"Klima, klimalı"
"مُكَيِّفٌ";"مُكَيِّفُ";"Klima, şartlandırıcı"
"مَكِينٌ";"مكين";"Sağlam, güçlü, yerleşik, sağlamlaştırılmış"
"مَاكِينَةٌ";"مكينة";"Makine, alet"
"مَكِينَةٌ";"مكينة";"Makine, cihaz"
"مَلَّ";"ملّ";"Sıkılmak, bıkmak, usanmak"
"مُلَّ";"مُلَّ";"Bıkıldı, usanıldı"
"مَلْءٌ";"ملء";"Doldurma, dolum, tamamlama"
"مِلْءَ";"ملء";"Dolu, doldurma, doluluk"
"مِلْءُ";"مِلْءُ";"Dolu, doluluk, dolusu"
"مَلْآنُ";"ملآن";"Dolu, dopdolu"
"مَلَأَ";"ملأ";"Doldurdu, doldurmak"
"مَلَأْتُ";"ملأت";"Doldurdum"
"مَلْأَى";"ملأى";"Dolu, dopdolu, dolu olan"
"مَلَّأَ";"مَلَّا";"Doldurdu, dolduruyor"
"مَلَابِسُ النَّوْمِ";"مَلا بِسُ النَّوم";"Pijama, uyku kıyafeti"
"مَلَائِكَةٌ";"ملاءكة";"Melekler"
"مَلَائِكُ";"ملائك";"Melekler"
"مُلَائِمٌ";"ملائم";"Uygun, elverişli, münasip"
"مَلَابِسَ";"مَلَابِسَ";"Elbiseler, giysiler"
"مَلَابِسُ";"ملابس";"Giysiler, elbiseler"
"مَلَابِسُ تَقْلِيدِيَّةٌ";"ملابس تقليدية";"Geleneksel kıyafetler"
"مَلَابِسُ دَاخِلِيَّةٌ";"ملابس داخلية";"İç çamaşırı"
"مَلَابِسُ رِيَاضِيَّةٌ";"مَلابِس رياضية";"Spor kıyafetleri"
"مَلَابِسُ سَمِيكَةٌ";"ملابس سميكة";"Kalın kıyafetler"
"مَلَابِسُ نَوْمٍ";"ملابس نوم";"Gecelik, pijama"
"مُلَابَسَةٌ";"ملابسة";"İlgili olma, bağlantılı olma, ilişki, durum, koşul"
"مَلَابِسِي";"مَلابسي";"Elbiselerim"
"مَلَّاحٌ";"ملاح";"Denizci, gemici"
"مِلَاحَةٌ";"ملاحة";"Denizcilik, seyrüsefer, navigasyon"
"مَلَاحِدَةٌ";"ملاحدة";"Ateistler, dinsizler"
"مُلَاحَظٌ";"ملاحظ";"Fark edilmiş, dikkat çekilmiş"
"مُلَاحِظٌ";"ملاحظ";"Gözlemci, dikkatli, fark eden"
"مُلَاحَظَاتٌ";"ملاحظات";"Notlar, gözlemler"
"مُلَاحَظَاتُهُ";"ملاحظاته";"Onun notları, onun gözlemleri"
"مُلَاحَظَةٌ";"ملاحظة";"Gözlem, not, dikkat"
"مَلَاحِمُ";"ملاحم";"Destanlar, savaşlar, katliamlar"
"مَلَاذٌ";"ملاذ";"Sığınak, barınak, melce"
"مَلَاذًا";"ملاذا";"Sığınak, barınak, sığınılacak yer"
"مُلَازِمٌ";"ملازم";"Teğmen, astsubay, sürekli beraber olan"
"مُلَازِمًا";"ملازما";"Ayrılmaz bir şekilde, sürekli olarak, beraberinde"
"مُلَازَمَةٌ";"ملازمة";"Sürekli beraber olma, ayrılmama, devam etme"
"مُلَاصِقٌ";"ملاصق";"Bitişik, yapışık, komşu"
"مِلَاطٌ";"ملاط";"Harç, sıva"
"مُلَاطَفَةٌ";"ملاطفة";"İltifat etme, nazik davranma, okşama"
"مَلَاعِبُ";"ملاعب";"Oyun alanları, stadyumlar"
"مُلَاعَبَةٌ";"ملاعبة";"Oynama, şakalaşma, eğlenme"
"مَلَاعِقُ";"ملاعق";"Kaşıklar"
"مَلَاقَةٌ";"مَلاَقَ";"Pürüzsüzlük, düzgünlük, kayganlık"
"مُلَاقٍ";"ملاق";"Karşılaşan, buluşan, rastlayan"
"مُلَاقَاةِ";"مُلاَقَاةِ";"Karşılaşma, buluşma"
"مُلَاقَاةٌ";"ملاقة";"Karşılama, buluşma"
"مَلَاقِيحُ";"ملاقيح";"Döllenmiş, aşılanmış"
"مُلَاكِمٌ";"ملاكم";"Boksör"
"مُلَاكَمَةٌ";"ملاكمة";"boks"
"مَلَالٌ";"ملال";"Sıkıntı, bıkkınlık, usanç"
"مَلَالَةٌ";"ملالة";"Bıkkınlık, usanma, can sıkıntısı"
"مَلَامِحُ";"ملامح";"Yüz hatları, özellikler, belirtiler"
"مَلَامِحُهُ";"ملامحه";"Onun özellikleri, onun hatları"
"مُلَامَزَةٌ";"ملامزة";"Dokunma, el sürme"
"مُلَامَسَةٌ";"ملامسة";"Dokunma, temas etme"
"مَلآنُ";"ملان";"Dolu, dopdolu"
"مَلَانْكُولِيَا";"ملانكوليا";"Melankoli, hüzün, kara sevda"
"مَلَاهِي";"ملاهي";"Eğlence yerleri, lunapark"
"مَلَايِينُ";"ملايين";"Milyonlar"
"مَلَبٌ";"ملب";"Giyilen şey, elbise"
"مُلَبَّسٌ";"ملبس";"Şekerleme, draje"
"مُلَبِّينَ";"مُلَبِّينَ";"İcabet edenler, emre uyanlar"
"مِلَّةٌ";"ملة";"Din, millet, ümmet"
"مُلْتَجِئٌ";"مُلْتَجِئ";"Sığınan, iltica eden, mülteci"
"مُلْتَحِمٌ";"ملتحم";"Birleşmiş, kaynaşmış, bitişik"
"مُلْتَحِمَةٌ";"ملتحمة";"Bitişik, birleşmiş, konjonktiva"
"مُلْتَحٍ";"ملتحي";"Sakallı, sakal bırakmış"
"مُلْتَزِمٌ";"ملتزم";"Bağlı, taahhüt eden, sorumlu"
"مُلْتَصِقٌ";"ملتصق";"Yapışık, bitişik, bağlı"
"مُلْتَفِتًا";"ملتفتا";"Dönerek, yönelerek, bakarak"
"مُلْتَفِتَةٌ";"ملتفتة";"Dönen, yönelen, dikkat eden"
"مُلْتَقَى";"ملتقى";"Buluşma yeri, toplanma yeri, kavşak"
"مُلْتَهِبًا";"ملتهبا";"Alevlenmiş, tutuşmuş, yanmış"
"مُلْتَهِبَةٌ";"ملتهبة";"İltihaplı, yanmış, alevli"
"مُلْتَهِمٌ";"ملتهم";"Yutucu, yiyip bitiren, tüketen"
"مِلَّتَهُمْ";"ملتهم";"Milletleri, dinleri, inançları"
"مُلْتَوٍ";"ملتوٍ";"Bükülmüş, kıvrılmış, dolambaçlı"
"مُلْتَوٌّ";"ملتوّ";"Bükülmüş, kıvrılmış, dolanmış"
"مُلْتَوِيَةٌ";"ملتوية";"Kıvrımlı, dolambaçlı, bükülmüş"
"مَلْجَأٌ";"ملجأ";"Sığınak, barınak, iltica yeri"
"مِلْحٌ";"ملح";"Tuz"
"مِلْحُ الصَّخْرِ";"ملح الصخر";"Kaya tuzu"
"مِلْحَةٌ";"ملحة";"Tuzluk, tuz kabı"
"مُلْحِدٌ";"ملحد";"Ateist, dinsiz"
"مُلْحَقٌ";"ملحق";"Ek, ilave, eklenti, ataşe"
"مُلْحَقَاتٌ";"ملحقات";"Eklentiler, aksesuarlar, ekler"
"مَلْحَمَةٌ";"ملحمة";"Destan, epik şiir, savaş, kasap dükkanı"
"مُلَحِّنٌ";"ملحن";"Besteci, müzisyen"
"مَلْحُوظٌ";"ملحوظ";"Fark edilen, dikkat çeken, göze çarpan"
"مَلْحُوظَاتٌ";"ملحوظات";"Notlar, gözlemler"
"مَلْحُوظَةٌ";"ملحوظة";"Not, dikkat çeken şey, gözlem"
"مُلَخَّصٌ";"ملخص";"Özet, hülasa"
"مُلْزَمٌ";"ملزم";"Yükümlü, mecbur, zorunlu"
"مُلْصَقَةٌ";"ملصقة";"Etiket, çıkartma, afiş"
"مُلَطِّفٌ";"ملطف";"Yumuşatıcı, hafifletici, serinletici"
"مَلْعَبٌ";"ملعب";"Stadyum, oyun alanı"
"مَلْعَبٍ";"مَلْعَبٍ";"Oyun alanı, saha, stadyum"
"مِلْعَقَةٌ";"ملعقة";"Kaşık"
"مِلْعَقَةُ شَايٍ";"ملعقة شاي";"Çay kaşığı"
"مَلْعُونٌ";"ملعون";"Lanetli, melun"
"مِلَفٌّ";"ملف";"Dosya, evrak"
"مِلَفَّةٌ";"ملفّة";"Sargı, rulo, dosya"
"مُلْفِتٌ";"ملفت";"Dikkat çekici, ilgi çekici"
"مَلْفُوفٌ";"ملفوف";"Lahana"
